IDP,1,2,4,8,16,32,64,128
2,280.8058,237.3310,71.5476,26.3224,54.2265,78.3426,72.3634,58.3499
6,291.5391,993.3718,713.5837,583.2688,494.3237,457.0695,483.6819,423.8972
10,1.2600,371.7427,281.7199,327.0582,313.5956,225.2671,184.0928,189.7623
ref,29.5002,11.7792,8.9110,3.3204,2.3229,1.1538,3.3918,4.0962
