IDP,1,2,4,8,16,32,64,128
2,6.9755,3.6093,1.9484,1.0564,0.6114,0.4008,0.2467,0.2241
6,21.7846,14.4288,10.8048,10.1823,16.6200,16.2327,15.3327,17.9656
10,60.4405,40.9706,24.4987,13.8290,7.7833,4.1567,2.4370,1.6020
ref,6.8211,3.5415,2.1067,1.1529,0.6729,0.4092,0.2252,0.1465
