IDP,1,2,4,8,16,32,64,128
2,3.7022,1.9674,1.0995,0.6066,0.3369,0.1884,0.1072,0.0743
6,2.4337,1.2578,0.6543,0.3432,0.1725,0.0901,0.0490,0.0268
10,3.1046,1.6397,0.8445,0.4383,0.2330,0.1245,0.0712,0.0442
ref,3.2140,1.6806,0.9219,0.5013,0.2680,0.1462,0.0797,0.0455
