IDP,1,2,4,8,16,32,64,128
2,3.7220,2.0356,1.1020,0.5823,0.3097,0.1691,0.0996,0.0828
6,0.9534,0.7374,0.4462,0.2535,0.1437,0.0807,0.0789,0.0451
10,2.9024,1.5759,0.8140,0.4182,0.2116,0.1105,0.0627,0.0487
ref,2.8475,1.5111,0.7883,0.4038,0.2075,0.1100,0.0615,0.0455
