IDP,1,2,4,8,16,32,64,128
2,6.1919,3.4210,1.8508,1.0010,0.5553,0.3116,0.2014,0.1775
6,1.4668,0.9037,0.5137,0.2714,0.1517,0.0786,0.0431,0.0265
10,5.0870,2.6569,1.3957,0.7320,0.3951,0.2157,0.1481,0.1458
ref,4.9565,2.6227,1.3827,0.7297,0.3925,0.2149,0.1485,0.1496
