IDP,1,2,4,8,16,32,64,128
2,8.3903,4.2479,2.1687,1.1235,0.5848,0.3143,0.1770,0.1259
6,9.9204,4.9551,2.4848,1.2369,0.6130,0.3097,0.1564,0.0802
10,7.2753,4.1216,2.0959,1.0624,0.5439,0.2855,0.1647,0.1177
ref,7.6418,3.8285,1.9421,0.9881,0.5048,0.2643,0.1482,0.1161
